,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
308,2022,Mid-level / Intermediate,Full-time,Data Analyst,126500,US,No remote,US,M
309,2022,Executive-level / Director,Full-time,Data Engineer,242000,US,Fully remote,US,M
310,2022,Executive-level / Director,Full-time,Data Engineer,200000,US,Fully remote,US,M
311,2022,Mid-level / Intermediate,Full-time,Data Scientist,65438,GB,No remote,GB,M
312,2022,Mid-level / Intermediate,Full-time,Data Scientist,39263,GB,No remote,GB,M
313,2022,Mid-level / Intermediate,Full-time,Data Engineer,78526,GB,No remote,GB,M
314,2022,Mid-level / Intermediate,Full-time,Data Engineer,52351,GB,No remote,GB,M
315,2022,Senior-level / Expert,Full-time,Data Scientist,165220,US,Fully remote,US,M
316,2022,Entry-level / Junior,Full-time,Data Engineer,45807,GB,Fully remote,GB,M
317,2022,Senior-level / Expert,Full-time,Data Scientist,120160,US,Fully remote,US,M
318,2022,Senior-level / Expert,Full-time,Data Analyst,90320,US,Fully remote,US,M
319,2022,Senior-level / Expert,Full-time,Data Engineer,181940,US,No remote,US,M
320,2022,Senior-level / Expert,Full-time,Data Engineer,132320,US,No remote,US,M
321,2022,Senior-level / Expert,Full-time,Data Engineer,220110,US,No remote,US,M
322,2022,Senior-level / Expert,Full-time,Data Engineer,160080,US,No remote,US,M
323,2022,Senior-level / Expert,Full-time,Data Scientist,180000,US,No remote,US,L
324,2022,Senior-level / Expert,Full-time,Data Scientist,120000,US,No remote,US,L
325,2022,Senior-level / Expert,Full-time,Data Analyst,124190,US,Fully remote,US,M
326,2022,Executive-level / Director,Full-time,Data Analyst,130000,US,Fully remote,US,M
327,2022,Executive-level / Director,Full-time,Data Analyst,110000,US,Fully remote,US,M
328,2022,Senior-level / Expert,Full-time,Data Analyst,170000,US,Fully remote,US,M
329,2022,Mid-level / Intermediate,Full-time,Data Analyst,115500,US,Fully remote,US,M
330,2022,Senior-level / Expert,Full-time,Data Analyst,112900,US,Fully remote,US,M
331,2022,Senior-level / Expert,Full-time,Data Analyst,90320,US,Fully remote,US,M
332,2022,Senior-level / Expert,Full-time,Data Analyst,112900,US,Fully remote,US,M
333,2022,Senior-level / Expert,Full-time,Data Analyst,90320,US,Fully remote,US,M
334,2022,Senior-level / Expert,Full-time,Data Engineer,165400,US,Fully remote,US,M
335,2022,Senior-level / Expert,Full-time,Data Engineer,132320,US,Fully remote,US,M
336,2022,Mid-level / Intermediate,Full-time,Data Analyst,167000,US,Fully remote,US,M
337,2022,Senior-level / Expert,Full-time,Data Engineer,243900,US,Fully remote,US,M
338,2022,Senior-level / Expert,Full-time,Data Analyst,136600,US,Fully remote,US,M
339,2022,Senior-level / Expert,Full-time,Data Analyst,109280,US,Fully remote,US,M
340,2022,Senior-level / Expert,Full-time,Data Engineer,128875,US,Fully remote,US,M
341,2022,Senior-level / Expert,Full-time,Data Engineer,93700,US,Fully remote,US,M
342,2022,Executive-level / Director,Full-time,Head of Data Science,224000,US,Fully remote,US,M
343,2022,Executive-level / Director,Full-time,Head of Data Science,167875,US,Fully remote,US,M
344,2022,Executive-level / Director,Full-time,Analytics Engineer,175000,US,Fully remote,US,M
345,2022,Senior-level / Expert,Full-time,Data Engineer,156600,US,Fully remote,US,M
346,2022,Senior-level / Expert,Full-time,Data Engineer,108800,US,No remote,US,M
347,2022,Senior-level / Expert,Full-time,Data Scientist,95550,US,No remote,US,M
348,2022,Senior-level / Expert,Full-time,Data Engineer,113000,US,No remote,US,L
349,2022,Senior-level / Expert,Full-time,Data Analyst,135000,US,Fully remote,US,M
350,2022,Senior-level / Expert,Full-time,Data Science Manager,161342,US,Fully remote,US,M
351,2022,Senior-level / Expert,Full-time,Data Science Manager,137141,US,Fully remote,US,M
352,2022,Senior-level / Expert,Full-time,Data Scientist,167000,US,Fully remote,US,M
353,2022,Senior-level / Expert,Full-time,Data Scientist,123000,US,Fully remote,US,M
354,2022,Senior-level / Expert,Full-time,Data Engineer,78526,GB,No remote,GB,M
355,2022,Senior-level / Expert,Full-time,Data Engineer,65438,GB,No remote,GB,M
356,2022,Senior-level / Expert,Full-time,Data Scientist,150000,US,No remote,US,M
357,2022,Senior-level / Expert,Full-time,Data Scientist,211500,US,Fully remote,US,M
358,2022,Senior-level / Expert,Full-time,Data Architect,192400,CA,Fully remote,CA,M
359,2022,Senior-level / Expert,Full-time,Data Architect,90700,CA,Fully remote,CA,M
360,2022,Senior-level / Expert,Full-time,Data Analyst,130000,CA,Fully remote,CA,M
361,2022,Senior-level / Expert,Full-time,Data Analyst,61300,CA,Fully remote,CA,M
362,2022,Senior-level / Expert,Full-time,Data Analyst,130000,CA,Fully remote,CA,M
363,2022,Senior-level / Expert,Full-time,Data Analyst,61300,CA,Fully remote,CA,M
364,2022,Senior-level / Expert,Full-time,Data Engineer,160000,US,No remote,US,L
365,2022,Senior-level / Expert,Full-time,Data Scientist,138600,US,Fully remote,US,M
366,2022,Senior-level / Expert,Full-time,Data Engineer,136000,US,No remote,US,M
367,2022,Mid-level / Intermediate,Full-time,Data Analyst,58000,US,No remote,US,S
368,2022,Executive-level / Director,Full-time,Analytics Engineer,135000,US,Fully remote,US,M
369,2022,Senior-level / Expert,Full-time,Data Scientist,170000,US,Fully remote,US,M
370,2022,Senior-level / Expert,Full-time,Data Scientist,123000,US,Fully remote,US,M
371,2022,Senior-level / Expert,Full-time,Machine Learning Engineer,189650,US,No remote,US,M
372,2022,Senior-level / Expert,Full-time,Machine Learning Engineer,164996,US,No remote,US,M
373,2022,Mid-level / Intermediate,Full-time,ETL Developer,54957,GR,No remote,GR,M
374,2022,Mid-level / Intermediate,Full-time,ETL Developer,54957,GR,No remote,GR,M
375,2022,Executive-level / Director,Full-time,Lead Data Engineer,118187,CA,Fully remote,CA,S
376,2022,Senior-level / Expert,Full-time,Data Analyst,132000,US,No remote,US,M
377,2022,Senior-level / Expert,Full-time,Data Engineer,165400,US,Fully remote,US,M
378,2022,Senior-level / Expert,Full-time,Data Architect,208775,US,Fully remote,US,M
379,2022,Senior-level / Expert,Full-time,Data Architect,147800,US,Fully remote,US,M
380,2022,Senior-level / Expert,Full-time,Data Engineer,136994,US,Fully remote,US,M
381,2022,Senior-level / Expert,Full-time,Data Engineer,101570,US,Fully remote,US,M
382,2022,Senior-level / Expert,Full-time,Data Analyst,128875,US,Fully remote,US,M
383,2022,Senior-level / Expert,Full-time,Data Analyst,93700,US,Fully remote,US,M
384,2022,Executive-level / Director,Full-time,Head of Machine Learning,79039,IN,Partially Remote,IN,L
385,2022,Senior-level / Expert,Full-time,Data Engineer,132320,US,Fully remote,US,M
386,2022,Entry-level / Junior,Full-time,Machine Learning Engineer,37300,GB,Fully remote,GB,L
387,2022,Senior-level / Expert,Full-time,Data Analyst,164000,US,No remote,US,M
388,2022,Senior-level / Expert,Full-time,Data Engineer,155000,US,Fully remote,US,M
389,2022,Mid-level / Intermediate,Full-time,Machine Learning Engineer,124333,GB,No remote,GB,M
390,2022,Mid-level / Intermediate,Full-time,Machine Learning Engineer,98158,GB,No remote,GB,M
391,2022,Mid-level / Intermediate,Full-time,AI Scientist,120000,US,No remote,US,M
392,2022,Senior-level / Expert,Full-time,Data Analyst,112900,US,Fully remote,US,M
393,2022,Senior-level / Expert,Full-time,Data Analyst,90320,US,Fully remote,US,M
394,2022,Senior-level / Expert,Full-time,Data Analytics Manager,145000,US,Fully remote,US,M
395,2022,Senior-level / Expert,Full-time,Data Analytics Manager,105400,US,Fully remote,US,M
396,2022,Mid-level / Intermediate,Full-time,Machine Learning Engineer,87932,FR,Fully remote,DE,M
397,2022,Mid-level / Intermediate,Full-time,Data Engineer,117789,GB,No remote,GB,M
398,2022,Senior-level / Expert,Full-time,Data Scientist,215300,US,Fully remote,US,L
399,2022,Senior-level / Expert,Full-time,Data Scientist,158200,US,Fully remote,US,L
400,2022,Senior-level / Expert,Full-time,Data Engineer,209100,US,Fully remote,US,L
401,2022,Senior-level / Expert,Full-time,Data Engineer,154600,US,Fully remote,US,L
402,2022,Senior-level / Expert,Full-time,Data Analyst,115934,US,No remote,US,M
403,2022,Senior-level / Expert,Full-time,Data Analyst,81666,US,No remote,US,M
404,2022,Senior-level / Expert,Full-time,Data Engineer,175000,US,Fully remote,US,M
405,2022,Mid-level / Intermediate,Full-time,Data Engineer,98158,GB,No remote,GB,M
406,2022,Mid-level / Intermediate,Full-time,Data Analyst,58000,US,No remote,US,S
407,2022,Senior-level / Expert,Full-time,Data Engineer,183600,US,Fully remote,US,L
408,2022,Mid-level / Intermediate,Full-time,Data Analyst,52351,GB,Fully remote,GB,M
409,2022,Senior-level / Expert,Full-time,Data Scientist,180000,US,Fully remote,US,M
410,2022,Mid-level / Intermediate,Full-time,Data Scientist,71982,GB,No remote,GB,M
411,2022,Mid-level / Intermediate,Full-time,Data Scientist,45807,GB,No remote,GB,M
412,2022,Mid-level / Intermediate,Full-time,Data Engineer,65949,GR,Fully remote,GR,M
413,2022,Mid-level / Intermediate,Full-time,Data Engineer,49461,GR,Fully remote,GR,M
414,2022,Mid-level / Intermediate,Full-time,Data Engineer,78526,GB,Fully remote,GB,M
415,2022,Mid-level / Intermediate,Full-time,Data Engineer,58894,GB,Fully remote,GB,M
416,2022,Senior-level / Expert,Full-time,Data Scientist,260000,US,Fully remote,US,M
417,2022,Senior-level / Expert,Full-time,Data Science Engineer,60000,AR,Fully remote,MX,L
418,2022,Mid-level / Intermediate,Full-time,Data Engineer,63900,US,No remote,US,M
419,2022,Mid-level / Intermediate,Full-time,Machine Learning Scientist,160000,US,Fully remote,US,L
420,2022,Mid-level / Intermediate,Full-time,Machine Learning Scientist,112300,US,Fully remote,US,L
421,2022,Mid-level / Intermediate,Full-time,Data Science Manager,241000,US,Fully remote,US,M
422,2022,Mid-level / Intermediate,Full-time,Data Science Manager,159000,US,Fully remote,US,M
423,2022,Senior-level / Expert,Full-time,Data Scientist,180000,US,No remote,US,M
424,2022,Senior-level / Expert,Full-time,Data Scientist,80000,US,No remote,US,M
425,2022,Mid-level / Intermediate,Full-time,Data Engineer,82900,US,No remote,US,M
426,2022,Senior-level / Expert,Full-time,Data Engineer,100800,US,Fully remote,US,L
427,2022,Mid-level / Intermediate,Full-time,Data Engineer,49461,ES,Fully remote,ES,M
428,2022,Senior-level / Expert,Full-time,Data Scientist,140400,US,No remote,US,L
429,2022,Mid-level / Intermediate,Full-time,Data Analyst,39263,GB,Fully remote,GB,M
430,2022,Mid-level / Intermediate,Full-time,Data Analyst,43966,ES,Fully remote,ES,M
431,2022,Mid-level / Intermediate,Full-time,Data Analyst,32974,ES,Fully remote,ES,M
432,2022,Mid-level / Intermediate,Full-time,Data Engineer,87932,ES,Fully remote,ES,M
433,2022,Mid-level / Intermediate,Full-time,Data Engineer,76940,ES,Fully remote,ES,M
434,2022,Mid-level / Intermediate,Full-time,Data Engineer,104702,GB,Fully remote,GB,M
435,2022,Mid-level / Intermediate,Full-time,Data Engineer,91614,GB,Fully remote,GB,M
436,2022,Mid-level / Intermediate,Full-time,Data Engineer,65949,ES,Fully remote,ES,M
437,2022,Mid-level / Intermediate,Full-time,Data Engineer,87932,GR,Fully remote,GR,M
438,2022,Senior-level / Expert,Full-time,Machine Learning Engineer,189650,US,No remote,US,M
439,2022,Senior-level / Expert,Full-time,Machine Learning Engineer,164996,US,No remote,US,M
440,2022,Mid-level / Intermediate,Full-time,Data Analyst,43966,GR,Fully remote,GR,M
441,2022,Mid-level / Intermediate,Full-time,Data Analyst,32974,GR,Fully remote,GR,M
442,2022,Mid-level / Intermediate,Full-time,Data Engineer,98158,GB,Fully remote,GB,M
443,2022,Mid-level / Intermediate,Full-time,Data Engineer,78526,GB,Fully remote,GB,M
444,2022,Senior-level / Expert,Full-time,Data Scientist,215300,US,No remote,US,L
445,2022,Mid-level / Intermediate,Full-time,Data Engineer,76940,GR,Fully remote,GR,M
446,2022,Senior-level / Expert,Full-time,Data Engineer,209100,US,Fully remote,US,L
447,2022,Senior-level / Expert,Full-time,Data Engineer,154600,US,Fully remote,US,L
448,2022,Senior-level / Expert,Full-time,Data Engineer,180000,US,Fully remote,US,M
449,2022,Entry-level / Junior,Full-time,ML Engineer,21983,PT,Fully remote,PT,L
450,2022,Senior-level / Expert,Full-time,Data Engineer,80000,US,Fully remote,US,M
451,2022,Mid-level / Intermediate,Full-time,Machine Learning Developer,78791,CA,Fully remote,CA,M
452,2022,Executive-level / Director,Full-time,Director of Data Science,196979,CA,Partially Remote,CA,L
453,2022,Mid-level / Intermediate,Full-time,Machine Learning Engineer,120000,US,Fully remote,US,S
454,2022,Entry-level / Junior,Full-time,Computer Vision Engineer,125000,US,No remote,US,M
455,2022,Mid-level / Intermediate,Full-time,NLP Engineer,37236,US,Partially Remote,US,L
456,2022,Senior-level / Expert,Full-time,Data Engineer,105000,US,Fully remote,US,M
457,2022,Senior-level / Expert,Full-time,Lead Machine Learning Engineer,87932,DE,No remote,DE,M
458,2022,Mid-level / Intermediate,Full-time,Business Data Analyst,18442,IN,Fully remote,IN,M
459,2022,Mid-level / Intermediate,Full-time,Data Scientist,31615,IN,Fully remote,IN,L
460,2022,Mid-level / Intermediate,Full-time,Machine Learning Infrastructure Engineer,58255,PT,Partially Remote,PT,L
461,2022,Entry-level / Junior,Full-time,Financial Data Analyst,100000,US,Partially Remote,US,L
462,2022,Mid-level / Intermediate,Part-time,Data Engineer,54957,DE,Partially Remote,DE,L
463,2022,Entry-level / Junior,Full-time,Data Scientist,18442,IN,Fully remote,IN,M
464,2022,Senior-level / Expert,Full-time,Principal Data Scientist,162674,DE,Fully remote,DE,M
465,2022,Entry-level / Junior,Full-time,Data Engineer,120000,US,Fully remote,US,M
466,2022,Senior-level / Expert,Full-time,Research Scientist,144000,US,Partially Remote,US,L
467,2022,Senior-level / Expert,Full-time,Data Scientist,104890,US,Fully remote,US,M
468,2022,Senior-level / Expert,Full-time,Data Engineer,100000,US,Fully remote,US,M
469,2022,Senior-level / Expert,Full-time,Data Scientist,140000,US,Fully remote,US,M
470,2022,Mid-level / Intermediate,Full-time,Data Analyst,135000,US,Fully remote,US,M
471,2022,Mid-level / Intermediate,Full-time,Data Analyst,50000,US,Fully remote,US,M
472,2022,Senior-level / Expert,Full-time,Data Scientist,220000,US,Fully remote,US,M
473,2022,Senior-level / Expert,Full-time,Data Scientist,140000,US,Fully remote,US,M
474,2022,Mid-level / Intermediate,Full-time,Data Scientist,183228,GB,No remote,GB,M
475,2022,Mid-level / Intermediate,Full-time,Data Scientist,91614,GB,No remote,GB,M
476,2022,Senior-level / Expert,Full-time,Data Scientist,185100,US,Fully remote,US,M
477,2022,Senior-level / Expert,Full-time,Machine Learning Engineer,220000,US,Fully remote,US,M
478,2022,Mid-level / Intermediate,Full-time,Data Scientist,200000,US,Fully remote,US,M
479,2022,Mid-level / Intermediate,Full-time,Data Scientist,120000,US,Fully remote,US,M
480,2022,Senior-level / Expert,Full-time,Machine Learning Engineer,120000,AE,Fully remote,AE,S
481,2022,Senior-level / Expert,Full-time,Machine Learning Engineer,65000,AE,Fully remote,AE,S
482,2022,Executive-level / Director,Full-time,Data Engineer,324000,US,Fully remote,US,M
483,2022,Executive-level / Director,Full-time,Data Engineer,216000,US,Fully remote,US,M
484,2022,Senior-level / Expert,Full-time,Data Engineer,210000,US,Fully remote,US,M
485,2022,Senior-level / Expert,Full-time,Machine Learning Engineer,120000,US,Fully remote,US,M
486,2022,Senior-level / Expert,Full-time,Data Scientist,230000,US,Fully remote,US,M
487,2022,Entry-level / Junior,Part-time,Data Scientist,100000,DZ,Partially Remote,DZ,M
488,2022,Mid-level / Intermediate,Freelance,Data Scientist,100000,CA,Fully remote,US,M
489,2022,Entry-level / Junior,Contract,Applied Machine Learning Scientist,31875,TN,Fully remote,CZ,M
490,2022,Senior-level / Expert,Full-time,Head of Data,200000,MY,Fully remote,US,M
491,2022,Mid-level / Intermediate,Full-time,Principal Data Analyst,75000,CA,Fully remote,CA,S
492,2022,Mid-level / Intermediate,Full-time,Data Scientist,35590,PL,Fully remote,PL,L
493,2022,Senior-level / Expert,Full-time,Machine Learning Developer,78791,CA,Fully remote,CA,M
494,2022,Senior-level / Expert,Full-time,Data Scientist,100000,BR,Fully remote,US,M
495,2022,Mid-level / Intermediate,Full-time,Machine Learning Scientist,153000,US,Partially Remote,US,M
496,2022,Entry-level / Junior,Full-time,Data Engineer,58035,PK,Fully remote,DE,M
497,2022,Senior-level / Expert,Full-time,Data Scientist,165000,US,Fully remote,US,M
498,2022,Senior-level / Expert,Full-time,Research Scientist,93427,FR,Partially Remote,FR,L
499,2022,Entry-level / Junior,Full-time,Data Scientist,52396,CA,Fully remote,CA,L
500,2022,Senior-level / Expert,Full-time,Machine Learning Engineer,62651,NL,Fully remote,NL,L
501,2022,Mid-level / Intermediate,Full-time,Head of Data,32974,EE,Fully remote,EE,S
502,2022,Entry-level / Junior,Full-time,Data Scientist,40000,JP,Fully remote,MY,L
503,2022,Mid-level / Intermediate,Full-time,Machine Learning Engineer,87425,AU,Fully remote,AU,L
504,2022,Senior-level / Expert,Full-time,Data Engineer,115000,US,Fully remote,US,M
505,2022,Entry-level / Junior,Full-time,Data Scientist,86703,AU,Partially Remote,AU,M
506,2022,Mid-level / Intermediate,Full-time,Applied Machine Learning Scientist,75000,BO,Fully remote,US,L
507,2022,Mid-level / Intermediate,Full-time,Research Scientist,64849,AT,No remote,AT,L
508,2022,Entry-level / Junior,Full-time,Research Scientist,120000,US,Fully remote,US,L
509,2022,Mid-level / Intermediate,Full-time,Applied Data Scientist,157000,US,Fully remote,US,L
510,2022,Entry-level / Junior,Full-time,Computer Vision Software Engineer,150000,AU,Fully remote,AU,S
511,2022,Mid-level / Intermediate,Full-time,Business Data Analyst,70912,CA,Partially Remote,CA,L
512,2022,Entry-level / Junior,Full-time,Data Engineer,65000,US,Fully remote,US,S
513,2022,Senior-level / Expert,Full-time,Machine Learning Engineer,71444,IE,Fully remote,IE,S
514,2022,Entry-level / Junior,Full-time,Data Analytics Engineer,20000,PK,No remote,PK,M
515,2022,Mid-level / Intermediate,Full-time,Data Scientist,48000,RU,Fully remote,US,S
516,2022,Senior-level / Expert,Full-time,Data Science Manager,152500,US,Fully remote,US,M
517,2022,Mid-level / Intermediate,Full-time,Data Engineer,68147,FR,Fully remote,FR,M
518,2022,Mid-level / Intermediate,Full-time,Data Scientist,122346,CH,No remote,CH,L
519,2022,Senior-level / Expert,Full-time,Applied Data Scientist,380000,US,Fully remote,US,L
520,2022,Mid-level / Intermediate,Full-time,Data Scientist,69336,CA,Fully remote,CA,M
521,2022,Entry-level / Junior,Full-time,Computer Vision Engineer,10000,PT,Fully remote,LU,M
522,2022,Mid-level / Intermediate,Full-time,Data Analyst,20000,GR,Fully remote,GR,S
523,2022,Senior-level / Expert,Full-time,Data Analytics Lead,405000,US,Fully remote,US,L
524,2022,Mid-level / Intermediate,Full-time,Data Scientist,135000,US,Fully remote,US,L
525,2022,Senior-level / Expert,Full-time,Applied Data Scientist,177000,US,Fully remote,US,L
526,2022,Mid-level / Intermediate,Full-time,Data Scientist,78000,US,Fully remote,US,M
527,2022,Senior-level / Expert,Full-time,Data Analyst,135000,US,Fully remote,US,M
528,2022,Senior-level / Expert,Full-time,Data Analyst,100000,US,Fully remote,US,M
529,2022,Senior-level / Expert,Full-time,Data Analyst,90320,US,Fully remote,US,M
530,2022,Mid-level / Intermediate,Full-time,Data Analyst,85000,CA,No remote,CA,M
531,2022,Mid-level / Intermediate,Full-time,Data Analyst,75000,CA,No remote,CA,M
532,2022,Senior-level / Expert,Full-time,Machine Learning Engineer,214000,US,Fully remote,US,M
533,2022,Senior-level / Expert,Full-time,Machine Learning Engineer,192600,US,Fully remote,US,M
534,2022,Senior-level / Expert,Full-time,Data Architect,266400,US,Fully remote,US,M
535,2022,Senior-level / Expert,Full-time,Data Architect,213120,US,Fully remote,US,M
536,2022,Senior-level / Expert,Full-time,Data Analyst,112900,US,Fully remote,US,M
537,2022,Senior-level / Expert,Full-time,Data Engineer,155000,US,Fully remote,US,M
538,2022,Mid-level / Intermediate,Full-time,Data Scientist,141300,US,No remote,US,M
539,2022,Mid-level / Intermediate,Full-time,Data Scientist,102100,US,No remote,US,M
540,2022,Senior-level / Expert,Full-time,Data Analyst,115934,US,Fully remote,US,M
541,2022,Senior-level / Expert,Full-time,Data Analyst,81666,US,Fully remote,US,M
542,2022,Mid-level / Intermediate,Full-time,Data Engineer,206699,US,No remote,US,M
543,2022,Mid-level / Intermediate,Full-time,Data Engineer,99100,US,No remote,US,M
544,2022,Senior-level / Expert,Full-time,Data Engineer,130000,US,Fully remote,US,M
545,2022,Senior-level / Expert,Full-time,Data Engineer,115000,US,Fully remote,US,M
546,2022,Senior-level / Expert,Full-time,Data Engineer,110500,US,Fully remote,US,M
547,2022,Senior-level / Expert,Full-time,Data Engineer,130000,US,Fully remote,US,M
548,2022,Senior-level / Expert,Full-time,Data Analyst,99050,US,Fully remote,US,M
549,2022,Senior-level / Expert,Full-time,Data Engineer,160000,US,Fully remote,US,M
550,2022,Senior-level / Expert,Full-time,Data Scientist,205300,US,No remote,US,L
551,2022,Senior-level / Expert,Full-time,Data Scientist,140400,US,No remote,US,L
552,2022,Senior-level / Expert,Full-time,Data Scientist,176000,US,Fully remote,US,M
553,2022,Senior-level / Expert,Full-time,Data Scientist,144000,US,Fully remote,US,M
554,2022,Senior-level / Expert,Full-time,Data Engineer,200100,US,Fully remote,US,M
555,2022,Senior-level / Expert,Full-time,Data Engineer,160000,US,Fully remote,US,M
556,2022,Senior-level / Expert,Full-time,Data Engineer,145000,US,Fully remote,US,M
557,2022,Senior-level / Expert,Full-time,Data Engineer,70500,US,No remote,US,M
558,2022,Senior-level / Expert,Full-time,Data Scientist,205300,US,No remote,US,M
559,2022,Senior-level / Expert,Full-time,Data Scientist,140400,US,No remote,US,M
560,2022,Senior-level / Expert,Full-time,Analytics Engineer,205300,US,No remote,US,M
561,2022,Senior-level / Expert,Full-time,Analytics Engineer,184700,US,No remote,US,M
562,2022,Senior-level / Expert,Full-time,Data Engineer,175100,US,Fully remote,US,M
563,2022,Senior-level / Expert,Full-time,Data Engineer,140250,US,Fully remote,US,M
564,2022,Senior-level / Expert,Full-time,Data Analyst,116150,US,Fully remote,US,M
565,2022,Senior-level / Expert,Full-time,Data Engineer,54000,US,No remote,US,M
566,2022,Senior-level / Expert,Full-time,Data Analyst,170000,US,Fully remote,US,M
567,2022,Mid-level / Intermediate,Full-time,Data Analyst,65438,GB,No remote,GB,M
568,2022,Senior-level / Expert,Full-time,Data Analyst,80000,US,Fully remote,US,M
569,2022,Senior-level / Expert,Full-time,Data Scientist,140000,US,Fully remote,US,M
570,2022,Senior-level / Expert,Full-time,Data Scientist,210000,US,Fully remote,US,M
571,2022,Senior-level / Expert,Full-time,Data Scientist,140000,US,Fully remote,US,M
572,2022,Senior-level / Expert,Full-time,Data Analyst,100000,US,Fully remote,US,M
573,2022,Senior-level / Expert,Full-time,Data Analyst,69000,US,Fully remote,US,M
574,2022,Senior-level / Expert,Full-time,Data Scientist,210000,US,Fully remote,US,M
575,2022,Senior-level / Expert,Full-time,Data Scientist,140000,US,Fully remote,US,M
576,2022,Senior-level / Expert,Full-time,Data Scientist,210000,US,Fully remote,US,M
577,2022,Senior-level / Expert,Full-time,Data Analyst,150075,US,Fully remote,US,M
578,2022,Senior-level / Expert,Full-time,Data Engineer,100000,US,Fully remote,US,M
579,2022,Senior-level / Expert,Full-time,Data Engineer,25000,US,Fully remote,US,M
580,2022,Senior-level / Expert,Full-time,Data Analyst,126500,US,Fully remote,US,M
581,2022,Senior-level / Expert,Full-time,Data Analyst,106260,US,Fully remote,US,M
582,2022,Senior-level / Expert,Full-time,Data Engineer,220110,US,Fully remote,US,M
583,2022,Senior-level / Expert,Full-time,Data Engineer,160080,US,Fully remote,US,M
584,2022,Senior-level / Expert,Full-time,Data Analyst,105000,US,Fully remote,US,M
585,2022,Senior-level / Expert,Full-time,Data Analyst,110925,US,Fully remote,US,M
586,2022,Mid-level / Intermediate,Full-time,Data Analyst,45807,GB,No remote,GB,M
587,2022,Senior-level / Expert,Full-time,Data Scientist,140000,US,Fully remote,US,M
588,2022,Senior-level / Expert,Full-time,Data Analyst,99000,US,No remote,US,M
589,2022,Senior-level / Expert,Full-time,Data Analyst,60000,US,Fully remote,US,M
590,2022,Senior-level / Expert,Full-time,Data Architect,192564,US,Fully remote,US,M
591,2022,Senior-level / Expert,Full-time,Data Architect,144854,US,Fully remote,US,M
592,2022,Senior-level / Expert,Full-time,Data Scientist,230000,US,Fully remote,US,M
593,2022,Senior-level / Expert,Full-time,Data Scientist,150000,US,Fully remote,US,M
594,2022,Senior-level / Expert,Full-time,Data Analytics Manager,150260,US,Fully remote,US,M
595,2022,Senior-level / Expert,Full-time,Data Analytics Manager,109280,US,Fully remote,US,M
596,2022,Senior-level / Expert,Full-time,Data Scientist,210000,US,Fully remote,US,M
597,2022,Senior-level / Expert,Full-time,Data Analyst,170000,US,Fully remote,US,M
598,2022,Mid-level / Intermediate,Full-time,Data Scientist,160000,US,Fully remote,US,M
599,2022,Mid-level / Intermediate,Full-time,Data Scientist,130000,US,Fully remote,US,M
600,2022,Entry-level / Junior,Full-time,Data Analyst,67000,CA,No remote,CA,M
601,2022,Entry-level / Junior,Full-time,Data Analyst,52000,CA,No remote,CA,M
602,2022,Senior-level / Expert,Full-time,Data Engineer,154000,US,Fully remote,US,M
603,2022,Senior-level / Expert,Full-time,Data Engineer,126000,US,Fully remote,US,M
604,2022,Senior-level / Expert,Full-time,Data Analyst,129000,US,No remote,US,M
605,2022,Senior-level / Expert,Full-time,Data Analyst,150000,US,Fully remote,US,M
606,2022,Mid-level / Intermediate,Full-time,AI Scientist,200000,IN,Fully remote,US,L
